Timestamp (ns),X (rad/s),Y (rad/s),Z (rad/s)
45724072735562,-0.003436,0.058964,-0.008606
45724075215145,-0.004658,0.056521,-0.008606
45724077694989,-0.008323,0.056521,-0.008606
45724080174833,-0.005880,0.055299,-0.007384
45724082654677,-0.005880,0.054077,-0.007384
45724085133375,-0.004658,0.050412,-0.006162
45724087613427,-0.002215,0.046747,-0.003719
45724090091968,0.002672,0.043082,-0.000054
45724092571760,0.005116,0.035751,0.003612
45724095051708,0.005116,0.030864,0.007277
45724097531395,0.007559,0.027199,0.009720
45724100007541,0.007559,0.023534,0.012164
45724102487697,0.007559,0.018647,0.015829
45724104966500,0.008781,0.016204,0.019494
45724107446343,0.008781,0.012538,0.019494
45724109926187,0.006337,0.008873,0.019494
45724112404885,0.006337,0.006430,0.020716
45724114883583,0.003894,0.003986,0.019494
45724117363427,0.003894,0.000321,0.018272
45724119842125,0.002672,-0.002122,0.018272
45724122318427,0.003894,-0.005788,0.018272
45724124740718,0.005116,-0.009453,0.017051
45724127154625,0.006337,-0.014340,0.018272
45724129609000,0.008781,-0.018005,0.015829
45724132016812,0.011224,-0.021670,0.015829
45724134473531,0.014890,-0.024113,0.015829
45724136877072,0.018555,-0.025335,0.015829
45724139332020,0.020998,-0.024113,0.017051
45724141764260,0.024663,-0.024113,0.015829
45724144170145,0.025885,-0.024113,0.015829
45724146623375,0.028329,-0.021670,0.018272
45724149030562,0.028329,-0.019227,0.018272
45724151486500,0.027107,-0.014340,0.019494
45724153892437,0.027107,-0.011896,0.019494
45724156345875,0.024663,-0.010674,0.019494
45724158776500,0.020998,-0.007009,0.019494
45724161196135,0.018555,-0.004566,0.020716
45724163638010,0.016111,-0.002122,0.019494
45724166045770,0.013668,0.000321,0.019494
45724168499625,0.010003,0.002765,0.019494
45724170930822,0.008781,0.003986,0.019494
45724173337541,0.005116,0.003986,0.015829
45724175769052,0.003894,0.002765,0.015829
45724178223218,0.002672,0.003986,0.014607
45724180631395,0.005116,0.003986,0.013385
45724183084885,0.005116,0.003986,0.012164
45724185491708,0.007559,0.002765,0.010942
45724187922645,0.012446,0.001543,0.010942
45724190378687,0.016111,0.001543,0.009720
45724192784364,0.017333,0.001543,0.009720
45724195237281,0.024663,0.002765,0.008498
45724197713531,0.025885,0.006430,0.008498
45724200192333,0.028329,0.005208,0.008498
45724202671187,0.029550,0.007651,0.007277
45724205151135,0.028329,0.011317,0.008498
45724207629937,0.028329,0.013760,0.008498
45724210108791,0.023442,0.016204,0.006055
45724212587593,0.023442,0.021091,0.007277
45724215066395,0.019776,0.024756,0.009720
45724217546395,0.017333,0.025977,0.009720
45724220026395,0.013668,0.025977,0.010942
45724222506031,0.010003,0.027199,0.012164
45724224985927,0.006337,0.025977,0.013385
45724227464625,0.005116,0.024756,0.013385
45724229944520,0.003894,0.025977,0.013385
45724232423218,0.005116,0.022312,0.013385
45724234901968,0.006337,0.021091,0.014607
45724237381864,0.003894,0.017425,0.012164
45724239860614,0.007559,0.013760,0.013385
45724242340458,0.010003,0.011317,0.013385
45724244819156,0.012446,0.010095,0.013385
45724247299208,0.013668,0.006430,0.014607
45724249777906,0.016111,0.003986,0.015829
45724252256604,0.014890,0.001543,0.014607
45724254736500,0.017333,0.001543,0.015829
45724257215250,0.017333,0.000321,0.017051
45724259695250,0.017333,-0.000901,0.017051
45724262174052,0.016111,-0.000901,0.019494
45724264653947,0.014890,-0.000901,0.020716
45724267132697,0.013668,0.001543,0.020716
45724269611708,0.012446,0.002765,0.021938
45724272091760,0.008781,0.007651,0.023159
45724274570458,0.008781,0.011317,0.024381
45724277049416,0.003894,0.013760,0.023159
45724279528270,0.001450,0.017425,0.024381
45724282008218,0.001450,0.021091,0.024381
45724284487020,-0.000993,0.023534,0.024381
45724286965822,-0.000993,0.023534,0.024381
45724289445041,-0.002215,0.022312,0.024381
45724291924208,-0.002215,0.019869,0.023159
45724294404260,0.001450,0.016204,0.023159
45724296883062,0.002672,0.012538,0.021938
45724299359416,0.003894,0.010095,0.021938
45724301838375,0.005116,0.007651,0.023159
45724304317333,0.006337,0.003986,0.021938
45724306797489,0.010003,0.002765,0.019494
45724309275145,0.007559,0.000321,0.019494
45724311755354,0.007559,-0.003344,0.019494
45724314234312,0.008781,-0.004566,0.019494
45724316714520,0.006337,-0.007009,0.021938
45724319177697,0.007559,-0.008231,0.020716
45724321631187,0.006337,-0.008231,0.023159
45724324059520,0.005116,-0.010674,0.023159
45724326469677,0.002672,-0.013118,0.023159
45724328922229,0.003894,-0.014340,0.024381
45724331329208,0.003894,-0.014340,0.025603
45724333782906,-0.000993,-0.018005,0.024381
45724336263114,-0.002215,-0.020448,0.023159
45724338742020,-0.003436,-0.021670,0.021938
45724341220927,-0.003436,-0.024113,0.023159
45724343701135,-0.000993,-0.025335,0.020716
45724346180093,-0.000993,-0.026557,0.021938
45724348660197,0.002672,-0.029000,0.021938
45724351140302,0.003894,-0.030222,0.020716
45724353620666,0.006337,-0.031444,0.020716
45724356099520,0.008781,-0.031444,0.018272
45724358579937,0.010003,-0.033887,0.018272
45724361058739,0.016111,-0.033887,0.017051
45724363538791,0.017333,-0.032666,0.015829
45724366018843,0.019776,-0.032666,0.014607
45724368497541,0.019776,-0.031444,0.012164
45724370976239,0.020998,-0.030222,0.012164
45724373456187,0.019776,-0.026557,0.010942
45724375934989,0.019776,-0.025335,0.008498
45724378414937,0.017333,-0.021670,0.007277
45724380894937,0.018555,-0.018005,0.007277
45724383373791,0.016111,-0.016783,0.007277
45724385852541,0.014890,-0.011896,0.006055
45724388332437,0.014890,-0.010674,0.004833
45724390811135,0.012446,-0.007009,0.004833
45724393291083,0.012446,-0.004566,0.002390
45724395771031,0.012446,-0.000901,0.002390
45724398247281,0.012446,0.000321,0.001168
45724400726083,0.013668,0.002765,0.001168
45724403206187,0.016111,0.003986,-0.001275
45724405685041,0.017333,0.005208,-0.001275
45724408164989,0.019776,0.008873,-0.002497
45724410644937,0.019776,0.010095,-0.002497
45724413123739,0.020998,0.010095,-0.004941
45724415602541,0.023442,0.011317,-0.004941
45724418081864,0.025885,0.010095,-0.004941
45724420560718,0.027107,0.011317,-0.007384
45724423040614,0.028329,0.008873,-0.008606
45724425518583,0.028329,0.008873,-0.008606
45724427997281,0.030772,0.007651,-0.008606
45724430475979,0.030772,0.006430,-0.009827
45724432954729,0.029550,0.006430,-0.008606
45724435434677,0.029550,0.007651,-0.007384
45724437913375,0.028329,0.008873,-0.009827
45724440393218,0.025885,0.012538,-0.011049
45724442871916,0.023442,0.016204,-0.008606
45724445350614,0.022220,0.018647,-0.009827
45724447830458,0.020998,0.023534,-0.009827
45724450307177,0.020998,0.027199,-0.011049
45724452783791,0.018555,0.028421,-0.011049
45724455262906,0.018555,0.029643,-0.012271
45724457720666,0.020998,0.033308,-0.012271
45724460151135,0.019776,0.033308,-0.011049
45724462583010,0.018555,0.034530,-0.011049
45724465037229,0.019776,0.034530,-0.011049
45724467441708,0.018555,0.032086,-0.012271
45724469897541,0.018555,0.032086,-0.012271
45724472307697,0.020998,0.030864,-0.013493
45724474769937,0.020998,0.029643,-0.014714
45724477166239,0.020998,0.027199,-0.014714
45724479601552,0.020998,0.024756,-0.014714
45724482050875,0.020998,0.022312,-0.015936
45724484458739,0.019776,0.021091,-0.014714
45724486918843,0.018555,0.018647,-0.014714
45724489319156,0.018555,0.014982,-0.012271
45724491774833,0.017333,0.013760,-0.011049
45724494181083,0.014890,0.011317,-0.011049
45724496611395,0.014890,0.010095,-0.009827
45724499092697,0.010003,0.007651,-0.007384
45724501572802,0.007559,0.007651,-0.006162
45724504050145,0.006337,0.007651,-0.003719
45724506530197,0.002672,0.005208,-0.003719
45724509009104,0.001450,0.006430,-0.002497
45724511489208,-0.000993,0.006430,-0.001275
45724513968062,-0.002215,0.005208,-0.000054
45724516446916,-0.004658,0.001543,0.001168
45724518926968,-0.004658,-0.002122,0.001168
45724521405822,-0.004658,-0.003344,0.001168
45724523885770,-0.003436,-0.004566,-0.000054
45724526364937,-0.004658,-0.005788,-0.000054
45724528844885,-0.002215,-0.007009,-0.001275
45724531323687,0.000229,-0.007009,-0.003719
45724533802489,0.000229,-0.008231,-0.004941
45724536282541,0.000229,-0.009453,-0.003719
45724538761395,0.001450,-0.010674,-0.004941
45724541241395,0.000229,-0.010674,-0.006162
45724543721395,0.002672,-0.011896,-0.006162
45724546197750,0.001450,-0.011896,-0.004941
45724548676708,0.002672,-0.014340,-0.004941
45724551156760,0.001450,-0.011896,-0.003719
45724553635614,-0.002215,-0.011896,-0.003719
45724556115666,-0.005880,-0.010674,-0.002497
45724558592125,-0.008323,-0.010674,-0.002497
45724561071083,-0.009545,-0.008231,-0.002497
45724563547802,-0.014432,-0.007009,-0.004941
45724566026864,-0.018097,-0.007009,-0.004941
45724568507125,-0.018097,-0.004566,-0.004941
45724570987072,-0.019319,-0.005788,-0.004941
45724573466083,-0.019319,-0.005788,-0.004941
45724575945927,-0.019319,-0.004566,-0.006162
45724578424885,-0.018097,-0.007009,-0.007384
45724580903895,-0.015654,-0.007009,-0.008606
45724583382906,-0.015654,-0.007009,-0.008606
45724585863062,-0.013210,-0.007009,-0.008606
45724588342281,-0.010767,-0.008231,-0.009827
45724590822437,-0.007102,-0.010674,-0.009827
45724593301395,-0.004658,-0.009453,-0.009827
45724595780354,-0.003436,-0.010674,-0.008606
45724598260302,-0.004658,-0.010674,-0.011049
45724600736916,-0.003436,-0.009453,-0.012271
45724603217281,-0.004658,-0.008231,-0.013493
45724605696343,-0.004658,-0.009453,-0.012271
45724608176500,-0.007102,-0.008231,-0.014714
45724610655458,-0.009545,-0.007009,-0.015936
45724613134416,-0.010767,-0.004566,-0.015936
45724615614520,-0.011989,-0.002122,-0.015936
45724618093531,-0.011989,0.001543,-0.018380
45724620559572,-0.013210,0.003986,-0.017158
45724623005875,-0.014432,0.005208,-0.014714
45724625461135,-0.014432,0.010095,-0.015936
45724627893270,-0.014432,0.011317,-0.015936
45724630322281,-0.013210,0.012538,-0.014714
45724632729625,-0.013210,0.013760,-0.014714
45724635184052,-0.010767,0.011317,-0.014714
45724637588583,-0.009545,0.013760,-0.015936
45724640055718,-0.007102,0.012538,-0.015936
45724642450614,-0.003436,0.008873,-0.015936
45724644880354,-0.000993,0.007651,-0.017158
45724647336447,-0.000993,0.007651,-0.018380
45724649745145,0.000229,0.003986,-0.018380
45724652176604,0.001450,0.000321,-0.018380
45724654606864,0.002672,-0.000901,-0.017158
45724657057645,0.002672,-0.004566,-0.019601
45724659465145,0.003894,-0.005788,-0.017158
45724661895406,0.003894,-0.005788,-0.015936
45724664349208,0.005116,-0.008231,-0.012271
45724666757125,0.003894,-0.007009,-0.011049
45724669228895,0.003894,-0.005788,-0.009827
45724671616552,0.002672,-0.005788,-0.007384
45724674059208,0.002672,-0.003344,-0.006162
45724676479729,-0.002215,-0.000901,-0.004941
45724678914520,-0.003436,0.000321,-0.006162
45724681340302,-0.005880,0.001543,-0.004941
45724683775197,-0.005880,0.002765,-0.004941
45724686225354,-0.008323,0.000321,-0.004941
45724688632854,-0.007102,0.001543,-0.004941
45724691086031,-0.005880,-0.000901,-0.004941
45724693493322,-0.007102,-0.002122,-0.004941
45724695943947,-0.008323,-0.003344,-0.004941
45724698379625,-0.003436,-0.007009,-0.007384
45724700859781,0.000229,-0.009453,-0.007384
45724703338635,0.001450,-0.011896,-0.006162
45724705818687,0.005116,-0.015561,-0.007384
45724708297489,0.007559,-0.016783,-0.007384
45724710775458,0.011224,-0.019227,-0.007384
45724713254364,0.010003,-0.021670,-0.006162
45724715733270,0.012446,-0.022892,-0.006162
45724718213270,0.013668,-0.024113,-0.004941
45724720692177,0.013668,-0.025335,-0.003719
45724723172229,0.014890,-0.024113,-0.003719
45724725651135,0.011224,-0.025335,-0.002497
45724728131187,0.008781,-0.025335,-0.002497
45724730611135,0.007559,-0.024113,-0.002497
45724733089937,0.002672,-0.024113,-0.001275
45724735569937,0.002672,-0.022892,-0.000054
45724738048687,-0.000993,-0.021670,-0.000054
45724740528583,-0.002215,-0.020448,-0.000054
45724743007385,-0.003436,-0.020448,-0.001275
45724745487437,-0.005880,-0.020448,-0.001275
45724747964572,-0.004658,-0.021670,-0.000054
45724750443427,-0.002215,-0.021670,-0.001275
45724752923479,-0.002215,-0.021670,-0.001275
45724755402541,0.000229,-0.020448,-0.001275
45724757882489,0.003894,-0.021670,-0.001275
45724760358843,0.006337,-0.022892,-0.002497
45724762838947,0.007559,-0.024113,-0.003719
45724765317854,0.011224,-0.025335,-0.002497
45724767796760,0.012446,-0.025335,-0.002497
45724770276864,0.017333,-0.026557,-0.004941
45724772756968,0.017333,-0.026557,-0.003719
45724775237072,0.017333,-0.027779,-0.003719
45724777715979,0.016111,-0.026557,-0.004941
45724780196083,0.014890,-0.026557,-0.004941
45724782676135,0.012446,-0.026557,-0.007384
45724785155041,0.006337,-0.022892,-0.007384
45724787635041,0.005116,-0.018005,-0.007384
45724790113843,0.001450,-0.013118,-0.007384
45724792593843,-0.003436,-0.005788,-0.007384
45724795072645,-0.004658,0.002765,-0.006162
45724797552645,-0.008323,0.011317,-0.006162
45724800028947,-0.008323,0.021091,-0.004941
45724802507906,-0.007102,0.029643,-0.004941
45724804984416,-0.004658,0.034530,-0.004941
45724807463531,-0.002215,0.038195,-0.006162
45724809944104,0.000229,0.038195,-0.009827
45724812424156,0.003894,0.035751,-0.009827
45724814904312,0.007559,0.033308,-0.011049
45724817383218,0.010003,0.027199,-0.011049
45724819862177,0.011224,0.023534,-0.012271
45724822342281,0.013668,0.019869,-0.011049
45724824751552,0.013668,0.012538,-0.012271
45724827194364,0.013668,0.007651,-0.012271
45724829612854,0.012446,0.002765,-0.012271
45724832042645,0.011224,-0.000901,-0.009827
45724834425822,0.011224,-0.003344,-0.011049
45724836894781,0.008781,-0.005788,-0.009827
45724839335666,0.006337,-0.008231,-0.008606
45724841765979,0.003894,-0.009453,-0.006162
45724844196604,0.002672,-0.010674,-0.004941
45724846626760,-0.000993,-0.008231,-0.002497
45724849054833,-0.002215,-0.005788,-0.002497
45724851485666,-0.004658,-0.004566,-0.001275
45724853916500,-0.007102,-0.002122,0.002390
45724856346604,-0.008323,-0.002122,0.002390
45724858748479,-0.008323,-0.003344,0.006055
45724861208479,-0.008323,-0.004566,0.006055
45724863639208,-0.010767,-0.003344,0.006055
45724866069208,-0.009545,-0.005788,0.004833
45724868502541,-0.010767,-0.007009,0.003612
45724870931031,-0.009545,-0.008231,0.003612
45724873364833,-0.007102,-0.011896,-0.000054
45724875791708,-0.005880,-0.014340,-0.002497
45724878247854,-0.005880,-0.014340,-0.002497
45724880653739,-0.002215,-0.015561,-0.002497
45724883038010,-0.002215,-0.015561,-0.002497
45724885514312,0.000229,-0.014340,-0.002497
45724887944000,0.002672,-0.014340,-0.003719
45724890376500,0.002672,-0.011896,-0.002497
45724892811500,0.003894,-0.010674,-0.002497
45724895192697,0.003894,-0.007009,-0.001275
45724897667750,0.002672,-0.004566,-0.001275
45724900052750,0.001450,-0.002122,0.001168
45724902529572,-0.000993,-0.000901,0.001168
45724904959312,-0.003436,0.001543,-0.000054
45724907390041,-0.007102,0.001543,-0.001275
45724909843062,-0.010767,0.001543,-0.001275
45724912252072,-0.011989,0.001543,-0.001275
45724914682020,-0.015654,0.001543,-0.001275
45724917112750,-0.019319,0.001543,-0.003719
45724919563427,-0.021762,0.001543,-0.003719
45724921974781,-0.025428,-0.002122,-0.003719
45724924404468,-0.026649,-0.004566,-0.002497
45724926839468,-0.026649,-0.007009,-0.002497
45724929266656,-0.026649,-0.011896,-0.001275
45724931697281,-0.022984,-0.015561,-0.000054
45724934131812,-0.018097,-0.016783,-0.001275
45724936560145,-0.015654,-0.018005,-0.003719
45724938989052,-0.011989,-0.018005,-0.003719
45724941419989,-0.008323,-0.016783,-0.003719
45724943849781,-0.007102,-0.015561,-0.004941
45724946280354,-0.003436,-0.014340,-0.003719
45724948700927,-0.000993,-0.013118,-0.003719
45724951143947,-0.000993,-0.010674,-0.003719
45724953576343,-0.000993,-0.008231,-0.003719
45724956004104,-0.002215,-0.005788,-0.002497
45724958437333,-0.004658,-0.004566,-0.002497
45724960867072,-0.007102,-0.003344,-0.002497
45724963296031,-0.009545,-0.000901,-0.002497
45724965726656,-0.010767,0.000321,-0.002497
45724968159156,-0.010767,0.002765,-0.004941
45724970588895,-0.013210,0.005208,-0.004941
45724973018687,-0.015654,0.006430,-0.004941
45724975449208,-0.015654,0.010095,-0.006162
45724977880822,-0.015654,0.010095,-0.007384
45724980311187,-0.015654,0.012538,-0.008606
45724982741135,-0.013210,0.013760,-0.006162
45724985172854,-0.013210,0.011317,-0.008606
45724987603114,-0.010767,0.012538,-0.009827
45724990033635,-0.009545,0.011317,-0.009827
45724992464833,-0.007102,0.010095,-0.007384
45724994912177,-0.004658,0.008873,-0.008606
45724997325718,-0.002215,0.006430,-0.008606
45724999709468,0.001450,0.006430,-0.008606
45725002186604,0.005116,0.005208,-0.008606
45725004571864,0.005116,0.005208,-0.007384
45725007048427,0.005116,0.005208,-0.008606
45725009479260,0.005116,0.005208,-0.008606
45725011908947,0.006337,0.006430,-0.009827
45725014341083,0.006337,0.008873,-0.008606
45725016771500,0.005116,0.008873,-0.008606
45725019202958,0.005116,0.011317,-0.007384
45725021633114,0.005116,0.013760,-0.004941
45725024063583,0.003894,0.016204,-0.004941
45725026499208,0.002672,0.017425,-0.004941
45725028925614,0.001450,0.016204,-0.002497
45725031365822,0.001450,0.016204,-0.001275
45725033785302,0.003894,0.016204,-0.002497
45725036217750,0.003894,0.013760,-0.002497
45725038648427,0.003894,0.010095,-0.001275
45725041075510,0.008781,0.006430,-0.002497
45725043506239,0.011224,0.003986,-0.002497
45725045937854,0.013668,-0.000901,-0.001275
45725048370770,0.013668,-0.004566,-0.002497
45725050800510,0.014890,-0.007009,-0.003719
45725053231187,0.017333,-0.009453,-0.002497
45725055660093,0.018555,-0.013118,-0.001275
45725058093375,0.018555,-0.015561,-0.002497
45725060523791,0.019776,-0.019227,-0.003719
45725062953895,0.019776,-0.021670,-0.001275
45725065387020,0.022220,-0.022892,-0.001275
45725067816135,0.022220,-0.025335,-0.000054
45725070245770,0.022220,-0.027779,-0.000054
45725072676343,0.020998,-0.027779,-0.000054
45725075105093,0.020998,-0.027779,0.001168
45725077538531,0.018555,-0.022892,0.003612
45725079920302,0.017333,-0.020448,0.002390
45725082396656,0.016111,-0.015561,0.003612
45725084831031,0.014890,-0.011896,0.002390
45725087257281,0.013668,-0.010674,0.002390
45725089688427,0.013668,-0.005788,0.003612
45725092119052,0.013668,-0.003344,0.002390
45725094550562,0.012446,-0.002122,0.002390
45725096981395,0.011224,-0.002122,0.001168
45725099364625,0.010003,-0.002122,0.001168
45725101844156,0.008781,-0.003344,0.001168
45725104273010,0.010003,-0.003344,0.001168
45725106703739,0.011224,-0.003344,0.001168
45725109133479,0.011224,-0.005788,0.001168
45725111568947,0.012446,-0.008231,-0.000054
45725113995458,0.016111,-0.008231,-0.000054
45725116426395,0.017333,-0.009453,-0.000054
45725118856552,0.018555,-0.011896,-0.000054
45725121286656,0.020998,-0.011896,0.001168
45725123737697,0.019776,-0.009453,0.001168
45725126151343,0.019776,-0.008231,-0.000054
45725128581760,0.019776,-0.008231,0.001168
45725131016604,0.019776,-0.008231,0.002390
45725133443322,0.016111,-0.007009,0.001168
45725135873479,0.016111,-0.007009,0.003612
45725138302125,0.012446,-0.007009,0.003612
45725140749572,0.011224,-0.004566,0.003612
45725143165718,0.008781,-0.004566,0.003612
45725145595510,0.006337,-0.003344,0.002390
45725148025354,0.003894,-0.004566,0.002390
45725150455562,0.003894,-0.003344,0.002390
45725152887177,0.003894,-0.000901,0.001168
45725155317645,0.001450,-0.002122,0.002390
45725157747489,0.002672,-0.003344,0.001168
45725160178010,0.005116,-0.004566,0.001168
45725162609729,0.005116,-0.005788,-0.000054
45725165041187,0.008781,-0.004566,-0.000054
45725167489885,0.011224,-0.007009,-0.000054
45725169901135,0.011224,-0.007009,-0.000054
45725172333583,0.014890,-0.008231,-0.001275
45725174762437,0.018555,-0.009453,-0.002497
45725177192802,0.018555,-0.009453,-0.001275
45725179641708,0.020998,-0.010674,-0.002497
45725182054989,0.022220,-0.008231,-0.002497
45725184486604,0.022220,-0.008231,-0.002497
45725186918427,0.020998,-0.004566,-0.004941
45725189346395,0.019776,-0.003344,-0.004941
45725191778218,0.017333,0.000321,-0.007384
45725194208062,0.013668,0.001543,-0.007384
45725196638010,0.010003,0.005208,-0.009827
45725199081135,0.008781,0.008873,-0.006162
45725201509885,0.006337,0.014982,-0.007384
45725203948427,0.003894,0.019869,-0.004941
45725206361291,0.005116,0.022312,-0.006162
45725208791135,0.007559,0.028421,-0.003719
45725211222645,0.010003,0.029643,-0.004941
45725213653166,0.010003,0.032086,-0.006162
45725216083166,0.014890,0.032086,-0.006162
45725218515041,0.017333,0.030864,-0.007384
45725220951187,0.022220,0.028421,-0.008606
45725223377333,0.024663,0.027199,-0.007384
45725225804260,0.025885,0.024756,-0.008606
45725228260666,0.028329,0.022312,-0.007384
45725230666447,0.028329,0.021091,-0.008606
45725233062020,0.028329,0.018647,-0.008606
45725235528583,0.028329,0.014982,-0.007384
45725237964416,0.027107,0.013760,-0.009827
45725240396395,0.027107,0.012538,-0.008606
45725242819572,0.025885,0.010095,-0.009827
45725245250354,0.020998,0.011317,-0.008606
45725247633947,0.016111,0.011317,-0.009827
45725250113375,0.014890,0.013760,-0.008606
45725252545145,0.013668,0.014982,-0.008606
45725254974625,0.012446,0.017425,-0.007384
45725257404000,0.010003,0.018647,-0.007384
45725259841343,0.010003,0.021091,-0.006162
45725262266604,0.011224,0.022312,-0.003719
45725264695822,0.011224,0.021091,-0.003719
45725267127385,0.011224,0.022312,-0.003719
45725269557958,0.013668,0.021091,-0.004941
45725271941760,0.013668,0.018647,-0.003719
45725274417697,0.013668,0.014982,-0.001275
45725276850562,0.013668,0.011317,-0.001275
45725279283010,0.013668,0.008873,-0.001275
45725281712906,0.013668,0.005208,-0.000054
45725284133479,0.014890,0.001543,-0.000054
45725286573218,0.014890,-0.000901,-0.000054
45725289015927,0.014890,-0.005788,-0.000054
45725291435302,0.016111,-0.005788,-0.002497
45725293862750,0.016111,-0.007009,-0.001275
45725296297958,0.014890,-0.007009,-0.001275
45725298743687,0.012446,-0.005788,-0.002497
45725301223218,0.011224,-0.004566,-0.002497
45725303702541,0.010003,-0.002122,-0.002497
45725306182072,0.007559,-0.000901,-0.001275
45725308661395,0.005116,0.002765,-0.001275
45725311140718,0.002672,0.005208,-0.001275
45725313620041,0.001450,0.007651,-0.001275
45725316099364,0.001450,0.010095,-0.001275
45725318578791,-0.000993,0.013760,-0.001275
45725321058218,-0.002215,0.012538,-0.001275
45725323537697,-0.003436,0.012538,0.001168
45725326016968,-0.004658,0.012538,-0.000054
45725328496239,-0.004658,0.011317,-0.000054
45725330975510,-0.003436,0.008873,-0.000054
45725333454781,-0.000993,0.010095,-0.000054
45725335934052,0.001450,0.008873,-0.000054
45725338414000,0.002672,0.006430,-0.001275
45725340893427,0.006337,0.003986,-0.002497
45725343372750,0.006337,0.003986,-0.001275
45725345852802,0.007559,0.003986,-0.001275
45725348332072,0.010003,0.001543,-0.001275
45725350811343,0.010003,0.001543,-0.001275
45725353290614,0.007559,-0.000901,-0.001275
45725355769885,0.008781,-0.000901,-0.000054
45725358249208,0.007559,-0.002122,-0.000054
45725360728427,0.006337,-0.002122,-0.000054
45725363207645,0.003894,-0.002122,0.001168
45725365686864,-0.000993,-0.002122,-0.000054
45725368166083,-0.002215,-0.004566,-0.000054
45725370645302,-0.004658,-0.004566,-0.000054
45725373124520,-0.007102,-0.004566,-0.000054
45725375603739,-0.009545,-0.004566,-0.001275
45725378082958,-0.010767,-0.003344,-0.002497
45725380562125,-0.011989,-0.003344,-0.001275
45725383041291,-0.013210,-0.004566,-0.001275
45725385520510,-0.010767,-0.007009,-0.001275
45725387998895,-0.009545,-0.007009,-0.002497
45725390478062,-0.007102,-0.008231,-0.002497
45725392957229,-0.004658,-0.008231,-0.003719
45725395436447,-0.003436,-0.007009,-0.003719
45725397915666,-0.000993,-0.009453,-0.002497
45725400392437,0.001450,-0.009453,-0.002497
45725402871760,0.003894,-0.009453,-0.003719
45725405351083,0.007559,-0.009453,-0.004941
45725407830406,0.006337,-0.009453,-0.003719
45725410309729,0.007559,-0.008231,-0.003719
45725412789104,0.008781,-0.008231,-0.006162
45725415268479,0.007559,-0.007009,-0.006162
45725417747854,0.005116,-0.004566,-0.008606
45725420227177,0.003894,-0.000901,-0.008606
45725422689572,0.002672,0.001543,-0.009827
45725425120718,0.001450,0.005208,-0.011049
45725427549104,-0.000993,0.008873,-0.011049
45725429978895,-0.000993,0.013760,-0.009827
45725432409625,-0.003436,0.017425,-0.009827
45725434840979,-0.003436,0.019869,-0.011049
45725437270614,-0.003436,0.024756,-0.008606
45725439703479,-0.004658,0.025977,-0.008606
45725442131656,-0.002215,0.029643,-0.009827
45725444563166,-0.003436,0.030864,-0.008606
45725446993895,-0.003436,0.030864,-0.009827
45725449423895,0.000229,0.029643,-0.011049
45725451809000,0.001450,0.027199,-0.009827
45725454291916,0.003894,0.022312,-0.009827
45725456717489,0.006337,0.017425,-0.008606
45725459146447,0.007559,0.013760,-0.007384
45725461576968,0.010003,0.008873,-0.007384
45725464008791,0.012446,0.003986,-0.006162
45725466439156,0.013668,0.002765,-0.004941
45725468869000,0.016111,0.000321,-0.003719
45725471257958,0.013668,-0.000901,-0.002497
45725473731864,0.014890,-0.003344,-0.002497
45725476164364,0.014890,-0.003344,-0.001275
45725478591552,0.016111,-0.004566,-0.001275
45725481022333,0.013668,-0.005788,-0.000054
45725483453739,0.011224,-0.005788,0.001168
45725485884156,0.011224,-0.005788,0.002390
45725488314468,0.007559,-0.005788,0.003612
45725490744625,0.006337,-0.005788,0.002390
45725493176604,0.002672,-0.005788,0.002390
45725495628739,0.002672,-0.003344,0.003612
45725498036864,0.001450,-0.003344,0.003612
45725500421239,0.002672,-0.002122,0.004833
45725502900302,0.003894,-0.003344,0.004833
45725505331083,0.003894,-0.004566,0.003612
45725507760875,0.006337,-0.005788,0.003612
45725510144937,0.008781,-0.005788,0.004833
45725512623739,0.008781,-0.007009,0.004833
45725515053947,0.012446,-0.008231,0.006055
45725517483114,0.013668,-0.010674,0.006055
45725519913322,0.017333,-0.010674,0.006055
45725522345510,0.017333,-0.011896,0.004833
45725524775927,0.018555,-0.011896,0.006055
45725527206552,0.020998,-0.010674,0.006055
45725529636395,0.020998,-0.010674,0.006055
45725532067906,0.019776,-0.010674,0.004833
45725534498322,0.018555,-0.011896,0.006055
45725536928947,0.017333,-0.011896,0.007277
45725539359000,0.013668,-0.011896,0.007277
45725541790614,0.012446,-0.010674,0.007277
45725544221135,0.010003,-0.010674,0.007277
45725546651395,0.006337,-0.009453,0.006055
45725549081500,0.003894,-0.007009,0.006055
45725551512854,0.003894,-0.008231,0.007277
45725553944364,0.005116,-0.005788,0.006055
45725556373375,0.005116,-0.004566,0.007277
45725558805145,0.003894,-0.004566,0.007277
45725561235510,0.005116,-0.004566,0.007277
45725563666239,0.005116,-0.003344,0.006055
45725566096864,0.007559,-0.003344,0.007277
45725568527229,0.008781,-0.004566,0.007277
45725570976083,0.011224,-0.007009,0.006055
45725573389520,0.014890,-0.008231,0.007277
45725575818635,0.018555,-0.010674,0.006055
45725578249156,0.019776,-0.011896,0.007277
45725580680666,0.019776,-0.014340,0.007277
45725583111604,0.020998,-0.014340,0.006055
45725585541187,0.023442,-0.014340,0.006055
45725587972593,0.022220,-0.014340,0.006055
45725590404416,0.022220,-0.010674,0.004833
45725592834000,0.019776,-0.008231,0.003612
