Timestamp (ns),X (rad/s),Y (rad/s),Z (rad/s)
45725595227593,0.017333,-0.003344,0.003612
45725597695406,0.014890,0.001543,0.003612
45725600078479,0.011224,0.005208,0.003612
45725602560614,0.007559,0.011317,0.003612
45725604986552,0.005116,0.016204,0.004833
45725607418531,0.002672,0.018647,0.006055
45725609850041,0.002672,0.022312,0.004833
45725612281604,0.002672,0.024756,0.003612
45725614710406,0.002672,0.025977,0.002390
45725617141031,0.006337,0.025977,0.002390
45725619572541,0.008781,0.025977,0.001168
45725622003218,0.012446,0.024756,0.001168
45725624432854,0.012446,0.023534,0.001168
45725626859989,0.014890,0.021091,-0.000054
45725629292697,0.017333,0.017425,-0.000054
45725631723114,0.019776,0.016204,-0.001275
45725634152854,0.019776,0.010095,-0.002497
45725636586343,0.020998,0.007651,-0.001275
45725639017750,0.023442,0.003986,-0.001275
45725641447489,0.022220,0.000321,-0.000054
45725643876708,0.022220,-0.002122,-0.002497
45725646307333,0.020998,-0.002122,-0.001275
45725648739989,0.019776,-0.002122,-0.002497
45725651169468,0.018555,0.000321,-0.003719
45725653600197,0.017333,0.002765,-0.004941
45725656029989,0.013668,0.006430,-0.004941
45725658461812,0.012446,0.010095,-0.002497
45725660894729,0.008781,0.014982,-0.002497
45725663320770,0.007559,0.018647,-0.002497
45725665751135,0.006337,0.022312,-0.001275
45725668184625,0.006337,0.025977,-0.002497
45725670613375,0.010003,0.028421,-0.001275
45725673043427,0.008781,0.030864,-0.001275
45725675431968,0.010003,0.028421,-0.002497
45725677906291,0.011224,0.027199,-0.004941
45725680335979,0.012446,0.025977,-0.007384
45725682765979,0.012446,0.025977,-0.007384
45725685196916,0.012446,0.025977,-0.007384
45725687632489,0.011224,0.025977,-0.007384
45725690060041,0.013668,0.025977,-0.008606
45725692488739,0.014890,0.025977,-0.008606
45725694924104,0.012446,0.024756,-0.007384
45725697324937,0.014890,0.022312,-0.007384
45725699734885,0.016111,0.019869,-0.006162
45725702211187,0.014890,0.018647,-0.004941
45725704642593,0.013668,0.017425,-0.003719
45725707072281,0.014890,0.014982,-0.003719
45725709503791,0.013668,0.016204,-0.004941
45725711933843,0.012446,0.013760,-0.003719
45725714366656,0.011224,0.012538,-0.002497
45725716795979,0.010003,0.010095,-0.002497
45725719228791,0.007559,0.008873,-0.001275
45725721656500,0.005116,0.007651,-0.001275
45725724085770,0.006337,0.006430,-0.001275
45725726521291,0.005116,0.006430,-0.001275
45725728951604,0.005116,0.005208,-0.000054
45725731385458,0.005116,0.005208,0.001168
45725733811864,0.003894,0.005208,0.001168
45725736244833,0.003894,0.002765,0.002390
45725738673218,0.005116,0.001543,0.003612
45725741102437,0.006337,-0.000901,0.003612
45725743533218,0.007559,-0.003344,0.003612
45725745964625,0.010003,-0.005788,0.003612
45725748396395,0.010003,-0.008231,0.002390
45725750826343,0.012446,-0.010674,0.003612
45725753255822,0.016111,-0.009453,0.002390
45725755687177,0.016111,-0.009453,0.002390
45725758118687,0.018555,-0.008231,0.001168
45725760548739,0.018555,-0.007009,0.001168
45725762978479,0.018555,-0.004566,-0.000054
45725765407333,0.016111,-0.002122,-0.000054
45725767841447,0.014890,-0.000901,-0.000054
45725770271291,0.012446,0.003986,-0.000054
45725772700822,0.011224,0.005208,-0.000054
45725775132489,0.006337,0.008873,-0.001275
45725777563010,0.007559,0.012538,-0.001275
45725779994052,0.006337,0.014982,-0.003719
45725782424520,0.006337,0.017425,-0.006162
45725784855197,0.007559,0.017425,-0.004941
45725787286864,0.008781,0.021091,-0.004941
45725789716604,0.010003,0.021091,-0.007384
45725792146031,0.011224,0.023534,-0.004941
45725794578479,0.013668,0.021091,-0.003719
45725797008322,0.017333,0.021091,-0.003719
45725799391083,0.018555,0.019869,-0.003719
45725801821708,0.020998,0.017425,-0.002497
45725804300406,0.023442,0.013760,-0.001275
45725806731135,0.025885,0.010095,0.001168
45725809160822,0.028329,0.006430,0.001168
45725811591395,0.030772,0.002765,0.001168
45725814022802,0.029550,-0.002122,0.002390
45725816405927,0.029550,-0.005788,0.001168
45725818884885,0.029550,-0.008231,0.001168
45725821316343,0.027107,-0.009453,0.001168
45725823746708,0.023442,-0.009453,-0.000054
45725826177593,0.020998,-0.008231,-0.000054
45725828607281,0.017333,-0.005788,-0.000054
45725831049260,0.012446,-0.002122,-0.002497
45725833491968,0.011224,0.005208,-0.001275
45725835899781,0.011224,0.011317,-0.001275
45725838353843,0.012446,0.014982,-0.000054
45725840834520,0.014890,0.016204,-0.001275
45725843313947,0.016111,0.014982,-0.001275
45725845793166,0.018555,0.013760,0.001168
45725848272437,0.020998,0.011317,0.001168
45725850751812,0.023442,0.008873,0.002390
45725853232333,0.025885,0.007651,0.003612
45725855711552,0.027107,0.003986,0.002390
45725858191916,0.027107,0.002765,0.003612
45725860671135,0.027107,0.000321,0.003612
45725863147906,0.027107,-0.002122,0.002390
45725865628270,0.027107,-0.002122,0.002390
45725868107593,0.025885,-0.000901,0.002390
45725870586968,0.025885,0.000321,0.002390
45725873066291,0.027107,0.000321,0.003612
45725875546760,0.024663,0.002765,0.003612
45725878027177,0.023442,0.003986,0.003612
45725880507750,0.020998,0.003986,0.004833
45725882986864,0.019776,0.005208,0.004833
45725885467125,0.017333,0.005208,0.006055
45725887945562,0.016111,0.005208,0.006055
45725890425875,0.013668,0.005208,0.006055
45725892904937,0.011224,0.005208,0.006055
45725895384937,0.012446,0.005208,0.006055
45725897861656,0.010003,0.006430,0.004833
45725900338322,0.010003,0.011317,0.004833
45725902818687,0.011224,0.011317,0.006055
45725905297750,0.008781,0.008873,0.007277
45725907776864,0.007559,0.008873,0.008498
45725910257125,0.006337,0.007651,0.008498
45725912736291,0.007559,0.005208,0.008498
45725915216395,0.007559,0.001543,0.009720
45725917695354,0.010003,-0.000901,0.010942
45725920174312,0.010003,-0.004566,0.010942
45725922654416,0.013668,-0.005788,0.010942
45725925133322,0.013668,-0.008231,0.010942
45725927609937,0.014890,-0.011896,0.010942
45725930089052,0.016111,-0.015561,0.012164
45725932569468,0.014890,-0.016783,0.010942
45725935048479,0.013668,-0.018005,0.012164
45725937527489,0.011224,-0.018005,0.012164
45725940007645,0.008781,-0.018005,0.009720
45725942486604,0.005116,-0.020448,0.010942
45725944965562,0.002672,-0.020448,0.012164
45725947444677,-0.000993,-0.019227,0.012164
45725949924989,-0.004658,-0.018005,0.010942
45725952404052,-0.004658,-0.016783,0.010942
45725954883114,-0.009545,-0.016783,0.009720
45725957363322,-0.010767,-0.014340,0.008498
45725959842385,-0.009545,-0.011896,0.008498
45725962315510,-0.009545,-0.010674,0.007277
45725964722125,-0.007102,-0.008231,0.009720
45725967179104,-0.008323,-0.009453,0.008498
45725969607958,-0.005880,-0.007009,0.010942
45725972015093,-0.003436,-0.007009,0.009720
45725974444781,0.001450,-0.007009,0.009720
45725976914312,0.002672,-0.007009,0.008498
45725979306864,0.005116,-0.007009,0.008498
45725981761708,0.007559,-0.007009,0.009720
45725984167697,0.010003,-0.008231,0.007277
45725986597906,0.010003,-0.007009,0.006055
45725989029625,0.007559,-0.008231,0.004833
45725991459989,0.007559,-0.005788,0.003612
45725993913270,0.006337,-0.005788,0.003612
45725996320666,0.003894,-0.004566,0.002390
45725998777333,0.003894,-0.000901,-0.000054
45726001258583,0.002672,0.000321,0.001168
45726003737489,0.002672,0.005208,0.002390
45726006216447,0.001450,0.005208,0.001168
45726008696552,0.000229,0.006430,0.002390
45726011175510,-0.002215,0.006430,0.002390
45726013655666,-0.002215,0.007651,0.001168
45726016134729,-0.002215,0.008873,0.001168
45726018613739,0.000229,0.010095,-0.000054
45726021093843,-0.000993,0.010095,0.001168
45726023572697,0.001450,0.010095,0.001168
45726026051656,0.003894,0.008873,-0.000054
45726028530614,0.007559,0.006430,-0.000054
45726031010718,0.010003,0.003986,-0.000054
45726033489468,0.011224,0.000321,0.001168
45726035968270,0.012446,-0.000901,0.001168
45726038447072,0.013668,-0.002122,0.003612
45726040925875,0.014890,-0.004566,0.003612
45726043405927,0.014890,-0.005788,0.003612
45726045884677,0.014890,-0.004566,0.003612
45726048363479,0.014890,-0.003344,0.002390
45726050842281,0.012446,-0.003344,0.001168
45726053321083,0.011224,0.000321,0.001168
45726055801135,0.010003,0.005208,-0.000054
45726058279989,0.005116,0.010095,-0.000054
45726060760093,0.002672,0.013760,0.001168
45726063238895,0.000229,0.018647,0.001168
45726065719052,0.000229,0.024756,0.002390
45726068197854,-0.000993,0.027199,0.003612
45726070677906,-0.000993,0.030864,0.002390
45726073157958,0.001450,0.032086,0.002390
45726075636760,0.001450,0.033308,0.002390
45726078116708,0.003894,0.033308,0.003612
45726080594520,0.007559,0.032086,0.002390
45726083074468,0.007559,0.032086,0.002390
45726085553375,0.008781,0.029643,0.002390
45726088033375,0.010003,0.028421,0.002390
45726090514052,0.011224,0.025977,0.003612
45726092992750,0.012446,0.023534,0.003612
45726095472437,0.011224,0.022312,0.004833
45726097951187,0.012446,0.017425,0.007277
45726100427541,0.012446,0.013760,0.007277
45726102906447,0.010003,0.012538,0.008498
45726105386500,0.010003,0.007651,0.008498
45726107866552,0.008781,0.007651,0.010942
45726110345354,0.007559,0.005208,0.010942
45726112821864,0.006337,0.002765,0.010942
45726115298531,0.005116,0.001543,0.010942
45726117775875,0.003894,0.000321,0.013385
45726120263895,0.003894,0.000321,0.013385
45726122669781,0.001450,-0.000901,0.012164
45726125098739,0.000229,-0.000901,0.012164
45726127530302,0.001450,-0.000901,0.013385
45726130016343,-0.000993,-0.000901,0.012164
45726132496031,0.001450,0.001543,0.013385
45726134974885,0.001450,-0.000901,0.014607
45726137453687,0.001450,-0.000901,0.012164
45726139933375,0.003894,0.000321,0.013385
45726142413062,0.003894,-0.003344,0.013385
45726144890510,0.007559,-0.002122,0.015829
45726147369260,0.010003,-0.004566,0.015829
45726149846916,0.012446,-0.007009,0.014607
45726152325927,0.010003,-0.007009,0.014607
45726154805666,0.012446,-0.007009,0.014607
45726157284468,0.012446,-0.008231,0.013385
45726159763270,0.010003,-0.008231,0.012164
45726162242906,0.010003,-0.007009,0.010942
45726164721708,0.007559,-0.005788,0.010942
45726167201239,0.005116,-0.005788,0.010942
45726169677802,0.003894,-0.004566,0.012164
45726172157593,0.001450,-0.003344,0.009720
45726174636604,-0.002215,-0.000901,0.007277
45726177115562,-0.005880,-0.000901,0.006055
45726179595302,-0.008323,0.000321,0.004833
45726182074260,-0.009545,0.002765,0.004833
45726184554000,-0.010767,0.002765,0.004833
45726187032906,-0.011989,0.005208,0.002390
45726189512645,-0.011989,0.003986,0.002390
45726191991604,-0.010767,0.003986,0.002390
45726194468427,-0.009545,0.001543,0.003612
45726196948270,-0.007102,0.000321,0.003612
45726199425041,-0.005880,-0.000901,0.007277
45726201904208,-0.003436,-0.003344,0.007277
45726204383375,0.000229,-0.005788,0.008498
45726206863270,0.005116,-0.007009,0.008498
45726209343166,0.007559,-0.010674,0.009720
45726211822281,0.007559,-0.011896,0.009720
45726214301395,0.011224,-0.013118,0.008498
45726216781239,0.012446,-0.015561,0.010942
45726219261604,0.013668,-0.015561,0.010942
45726221741500,0.013668,-0.014340,0.010942
45726224221447,0.011224,-0.013118,0.010942
45726226701187,0.008781,-0.010674,0.009720
45726229180145,0.007559,-0.011896,0.010942
45726231658479,0.007559,-0.010674,0.007277
45726234137645,0.001450,-0.009453,0.006055
45726236616656,0.000229,-0.007009,0.006055
45726239095822,-0.000993,-0.004566,0.006055
45726241575822,-0.004658,-0.000901,0.004833
45726244054885,-0.004658,0.000321,0.006055
45726246533895,-0.004658,0.003986,0.004833
45726249013791,-0.003436,0.003986,0.004833
45726251492854,-0.002215,0.006430,0.004833
45726253972645,-0.002215,0.005208,0.006055
45726256395822,0.000229,0.002765,0.006055
45726258844312,0.003894,0.002765,0.006055
45726261277697,0.005116,0.000321,0.006055
45726263706916,0.010003,-0.003344,0.007277
45726266118166,0.010003,-0.005788,0.008498
45726268564937,0.012446,-0.009453,0.008498
45726271001239,0.014890,-0.014340,0.009720
45726273431187,0.016111,-0.018005,0.009720
45726275859000,0.017333,-0.019227,0.009720
45726278288322,0.017333,-0.024113,0.008498
45726280703375,0.019776,-0.024113,0.009720
45726283133270,0.016111,-0.024113,0.009720
45726285564104,0.016111,-0.024113,0.008498
45726288010875,0.012446,-0.021670,0.009720
45726290443791,0.012446,-0.020448,0.008498
45726292875406,0.008781,-0.016783,0.008498
45726295288583,0.006337,-0.011896,0.008498
45726297732906,0.006337,-0.004566,0.008498
45726300212802,0.007559,-0.000901,0.007277
45726302692541,0.007559,0.000321,0.007277
45726305171968,0.010003,0.000321,0.007277
45726307650875,0.011224,0.000321,0.008498
45726310130562,0.014890,-0.000901,0.008498
45726312610250,0.017333,-0.002122,0.007277
45726315089833,0.019776,-0.002122,0.008498
45726317568583,0.020998,-0.004566,0.008498
45726320048114,0.023442,-0.005788,0.007277
45726322526916,0.025885,-0.007009,0.006055
45726325006552,0.025885,-0.007009,0.007277
45726327486135,0.027107,-0.009453,0.006055
45726329965718,0.028329,-0.010674,0.008498
45726332444416,0.027107,-0.011896,0.006055
45726334923895,0.025885,-0.011896,0.006055
45726337403583,0.023442,-0.011896,0.007277
45726339883166,0.020998,-0.010674,0.007277
45726342361968,0.018555,-0.008231,0.006055
45726344840770,0.013668,-0.007009,0.006055
45726347319520,0.011224,-0.004566,0.004833
45726349799052,0.008781,-0.002122,0.007277
45726352278583,0.006337,0.000321,0.006055
45726354758062,0.005116,0.002765,0.007277
45726357236864,0.002672,0.005208,0.007277
45726359716395,0.003894,0.006430,0.006055
45726362195145,0.006337,0.006430,0.006055
45726364674677,0.006337,0.008873,0.006055
45726367154312,0.006337,0.008873,0.007277
45726369633010,0.007559,0.010095,0.006055
45726372111708,0.010003,0.010095,0.004833
45726374591291,0.012446,0.008873,0.004833
45726377070093,0.012446,0.007651,0.006055
45726379549833,0.013668,0.005208,0.004833
45726382028687,0.014890,0.002765,0.006055
45726384507541,0.016111,0.000321,0.006055
45726386987229,0.016111,-0.002122,0.006055
45726389465979,0.016111,-0.007009,0.007277
45726391944677,0.012446,-0.009453,0.006055
45726394423062,0.011224,-0.009453,0.006055
45726396902697,0.007559,-0.010674,0.006055
45726399379312,0.005116,-0.011896,0.006055
45726401858218,0.002672,-0.009453,0.006055
45726404338010,-0.000993,-0.008231,0.006055
45726406816968,-0.003436,-0.005788,0.003612
45726409296760,-0.004658,-0.004566,0.003612
45726411776500,-0.007102,-0.002122,0.003612
45726414256291,-0.009545,0.000321,0.003612
45726416735250,-0.009545,0.001543,0.002390
45726419214937,-0.009545,0.003986,0.002390
45726421681916,-0.008323,0.005208,0.002390
45726424126083,-0.007102,0.003986,0.002390
45726426602802,-0.004658,0.003986,0.002390
45726429079572,-0.003436,0.003986,0.003612
45726431559312,-0.003436,0.001543,0.003612
45726434036187,-0.002215,0.000321,0.003612
45726436516395,0.000229,0.000321,0.003612
45726438996343,0.000229,-0.003344,0.003612
45726441475510,-0.000993,-0.005788,0.003612
45726443952437,-0.000993,-0.005788,0.003612
45726446432645,-0.000993,-0.007009,0.003612
45726448909572,-0.000993,-0.008231,0.002390
45726451386708,-0.000993,-0.008231,0.002390
45726453866916,-0.003436,-0.009453,0.002390
45726456347229,-0.004658,-0.007009,0.002390
45726458826708,-0.005880,-0.005788,0.002390
45726461305979,-0.007102,-0.005788,0.001168
45726463786135,-0.009545,-0.004566,0.001168
45726466266187,-0.011989,-0.007009,0.002390
45726468746343,-0.014432,-0.007009,0.001168
45726471226447,-0.015654,-0.005788,-0.000054
45726473706604,-0.013210,-0.004566,-0.000054
45726476185875,-0.014432,-0.007009,-0.000054
45726478665718,-0.011989,-0.005788,0.001168
45726481144781,-0.011989,-0.008231,0.001168
45726483624677,-0.010767,-0.009453,0.002390
45726486104625,-0.007102,-0.008231,0.002390
45726488584520,-0.005880,-0.009453,0.002390
45726491063635,-0.003436,-0.009453,0.002390
45726493543635,-0.000993,-0.010674,0.002390
45726496023531,0.002672,-0.011896,0.002390
45726498500250,0.002672,-0.015561,0.002390
45726500980250,0.005116,-0.016783,0.002390
45726503459937,0.006337,-0.016783,0.002390
45726505939000,0.007559,-0.018005,0.003612
45726508418062,0.006337,-0.018005,0.003612
45726510897125,0.005116,-0.016783,0.003612
45726513376968,0.003894,-0.014340,0.002390
45726515856031,0.003894,-0.013118,0.001168
45726518335822,0.001450,-0.010674,0.002390
45726520815614,0.000229,-0.009453,0.001168
45726523295406,0.000229,-0.007009,-0.000054
45726525774364,-0.000993,-0.004566,-0.001275
45726528254156,-0.000993,-0.002122,-0.001275
45726530731239,0.000229,0.000321,-0.000054
45726533211135,0.001450,0.002765,-0.000054
45726535691031,0.003894,0.003986,-0.000054
45726538170822,0.003894,0.003986,0.001168
45726540649781,0.007559,0.003986,0.002390
45726543128791,0.008781,0.002765,0.002390
45726545607802,0.011224,0.000321,0.001168
45726548087593,0.013668,-0.000901,0.003612
45726550522177,0.014890,-0.003344,0.003612
45726552935614,0.016111,-0.003344,0.004833
45726555365979,0.017333,-0.005788,0.003612
45726557812072,0.022220,-0.007009,0.003612
45726560227072,0.023442,-0.008231,0.004833
45726562673635,0.020998,-0.011896,0.003612
45726565088739,0.020998,-0.014340,0.003612
45726567518427,0.018555,-0.015561,0.003612
45726569965250,0.018555,-0.016783,0.003612
45726572380822,0.017333,-0.016783,0.002390
45726574828062,0.013668,-0.015561,0.003612
45726577241447,0.011224,-0.010674,0.002390
45726579688791,0.007559,-0.005788,0.002390
45726582121447,0.006337,0.001543,0.002390
45726584549260,0.006337,0.007651,0.001168
45726586963635,0.005116,0.013760,0.001168
45726589410406,0.006337,0.019869,-0.000054
45726591856500,0.006337,0.023534,-0.000054
45726594272489,0.008781,0.023534,-0.000054
45726596687020,0.011224,0.022312,-0.001275
45726599073270,0.013668,0.021091,-0.002497
45726601549104,0.014890,0.019869,-0.001275
45726603995614,0.017333,0.017425,-0.001275
45726606409625,0.014890,0.016204,-0.001275
45726608839677,0.017333,0.013760,-0.003719
45726611286968,0.016111,0.011317,-0.003719
45726613701708,0.016111,0.008873,-0.003719
45726616149000,0.013668,0.003986,-0.002497
45726618628895,0.011224,0.001543,-0.001275
45726621107854,0.011224,-0.000901,-0.002497
45726623586864,0.008781,-0.002122,-0.001275
45726626065875,0.005116,-0.003344,-0.001275
45726628545614,0.002672,-0.002122,-0.000054
45726631024572,0.000229,-0.002122,-0.001275
45726633504416,-0.000993,-0.002122,0.001168
45726635984052,-0.000993,-0.002122,0.002390
45726638463010,-0.004658,-0.000901,-0.000054
45726640941968,-0.007102,0.002765,-0.000054
45726643420927,-0.007102,0.005208,-0.002497
45726645900822,-0.007102,0.007651,-0.001275
45726648380510,-0.008323,0.010095,-0.002497
45726650859416,-0.007102,0.011317,-0.001275
45726653339104,-0.007102,0.011317,-0.001275
45726655818114,-0.005880,0.011317,-0.000054
45726658297906,-0.005880,0.011317,-0.000054
45726660777697,-0.005880,0.010095,-0.000054
45726663254416,-0.004658,0.010095,-0.000054
45726665733479,-0.003436,0.007651,-0.001275
45726668213322,-0.000993,0.007651,-0.000054
45726670693322,-0.002215,0.006430,-0.000054
45726673173218,-0.004658,0.003986,-0.000054
45726675652281,-0.004658,0.003986,-0.000054
45726678132072,-0.005880,0.002765,-0.000054
45726680611083,-0.009545,-0.000901,-0.000054
45726683090822,-0.013210,-0.002122,-0.000054
45726685570562,-0.014432,-0.002122,-0.002497
45726688050302,-0.014432,-0.002122,-0.002497
45726690529208,-0.019319,-0.000901,-0.003719
45726693009000,-0.024206,0.000321,-0.003719
45726695487958,-0.025428,0.001543,-0.002497
45726697967854,-0.027871,0.003986,-0.003719
45726700444520,-0.029093,0.005208,-0.004941
45726702923531,-0.029093,0.006430,-0.004941
45726705402541,-0.027871,0.010095,-0.004941
45726707881708,-0.029093,0.011317,-0.004941
45726710361604,-0.027871,0.013760,-0.004941
45726712840562,-0.026649,0.014982,-0.006162
45726715320406,-0.022984,0.013760,-0.006162
45726717800250,-0.022984,0.013760,-0.004941
45726720280041,-0.020541,0.013760,-0.003719
45726722758843,-0.018097,0.014982,-0.003719
45726725238531,-0.015654,0.014982,-0.004941
45726727718270,-0.015654,0.013760,-0.006162
45726730197177,-0.014432,0.012538,-0.004941
45726732675927,-0.010767,0.012538,-0.006162
45726735155614,-0.010767,0.012538,-0.004941
45726737634468,-0.010767,0.011317,-0.004941
45726740111864,-0.009545,0.012538,-0.004941
45726742542697,-0.011989,0.011317,-0.006162
45726744972802,-0.013210,0.012538,-0.006162
45726747388687,-0.014432,0.013760,-0.008606
45726749819156,-0.015654,0.016204,-0.007384
45726752266135,-0.016875,0.017425,-0.007384
45726754694260,-0.019319,0.018647,-0.007384
45726757109989,-0.020541,0.019869,-0.007384
45726759557281,-0.018097,0.019869,-0.006162
45726761987802,-0.019319,0.019869,-0.006162
45726764416812,-0.019319,0.019869,-0.007384
45726766832333,-0.019319,0.018647,-0.006162
45726769280093,-0.015654,0.019869,-0.006162
45726771693114,-0.011989,0.018647,-0.006162
45726774140458,-0.009545,0.017425,-0.004941
45726776572593,-0.007102,0.012538,-0.004941
45726779002229,-0.004658,0.007651,-0.003719
45726781415354,-0.000993,0.003986,-0.004941
45726783846447,0.002672,0.000321,-0.003719
45726786277593,0.003894,-0.003344,-0.002497
45726788725458,0.006337,-0.007009,-0.002497
45726791155666,0.010003,-0.009453,-0.001275
45726793584989,0.010003,-0.014340,0.001168
45726796000197,0.011224,-0.016783,0.001168
45726798446968,0.008781,-0.020448,0.001168
45726800926760,0.008781,-0.021670,0.001168
45726803406500,0.007559,-0.021670,0.001168
45726805885458,0.002672,-0.020448,0.002390
45726808365510,0.003894,-0.019227,-0.000054
45726810845354,0.000229,-0.018005,0.001168
45726813325145,0.000229,-0.018005,0.002390
45726815804156,0.001450,-0.014340,0.002390
45726818283843,0.002672,-0.013118,0.001168
45726820762802,0.001450,-0.011896,0.001168
45726823242593,0.001450,-0.009453,0.001168
45726825722333,0.003894,-0.007009,0.002390
45726828202072,0.006337,-0.008231,0.002390
45726830680979,0.011224,-0.008231,0.003612
45726833160666,0.010003,-0.007009,0.002390
45726835639468,0.012446,-0.005788,0.002390
45726838119156,0.014890,-0.007009,0.002390
45726840598843,0.018555,-0.007009,0.002390
45726843078427,0.019776,-0.008231,0.002390
45726845555406,0.020998,-0.008231,0.002390
45726848035197,0.023442,-0.008231,0.002390
45726850514052,0.022220,-0.008231,0.002390
45726852993791,0.019776,-0.010674,0.002390
45726855472854,0.019776,-0.009453,0.001168
45726857951760,0.018555,-0.010674,0.001168
45726860431604,0.014890,-0.010674,-0.000054
45726862910614,0.012446,-0.010674,-0.000054
45726865390458,0.010003,-0.009453,-0.001275
45726867869312,0.008781,-0.007009,-0.002497
45726870349052,0.005116,-0.007009,-0.001275
45726872828843,0.002672,-0.004566,-0.001275
45726875308531,0.001450,-0.002122,-0.001275
45726877787437,0.000229,0.002765,-0.002497
45726880267072,-0.000993,0.007651,-0.001275
45726882744937,0.000229,0.010095,-0.001275
45726885224729,0.001450,0.014982,-0.001275
45726887704468,0.002672,0.016204,-0.001275
45726890184156,0.003894,0.017425,-0.001275
45726892663062,0.006337,0.016204,-0.002497
45726895143270,0.010003,0.017425,-0.003719
45726897622958,0.011224,0.014982,-0.002497
45726900099468,0.013668,0.013760,-0.002497
45726902578375,0.014890,0.011317,-0.003719
45726905058218,0.014890,0.010095,-0.003719
45726907537958,0.013668,0.008873,-0.002497
45726910016812,0.012446,0.007651,-0.003719
45726912495822,0.011224,0.005208,-0.003719
45726914975510,0.008781,0.003986,-0.003719
45726917455197,0.007559,0.005208,-0.003719
45726919934885,0.002672,0.005208,-0.003719
45726922394781,0.000229,0.006430,-0.004941
45726924841187,-0.000993,0.006430,-0.006162
45726927254520,-0.005880,0.007651,-0.003719
45726929703375,-0.009545,0.008873,-0.004941
45726932118843,-0.011989,0.011317,-0.006162
45726934548062,-0.015654,0.012538,-0.004941
45726936995614,-0.015654,0.016204,-0.006162
45726939407750,-0.014432,0.017425,-0.004941
45726941857489,-0.014432,0.018647,-0.004941
45726944269833,-0.013210,0.019869,-0.006162
45726946715458,-0.011989,0.019869,-0.006162
45726949130093,-0.009545,0.021091,-0.007384
45726951564052,-0.008323,0.021091,-0.006162
45726954010718,-0.003436,0.018647,-0.006162
45726956422125,-0.003436,0.017425,-0.006162
45726958852541,-0.000993,0.017425,-0.006162
45726961284052,0.001450,0.014982,-0.006162
45726963730354,0.002672,0.014982,-0.004941
45726966161864,0.005116,0.012538,-0.006162
45726968575822,0.005116,0.012538,-0.004941
45726971007906,0.005116,0.010095,-0.004941
45726973453947,0.002672,0.008873,-0.006162
45726975868114,0.001450,0.008873,-0.004941
45726978314416,-0.000993,0.008873,-0.006162
45726980729312,-0.003436,0.007651,-0.007384
45726983167541,-0.005880,0.011317,-0.008606
45726985606239,-0.008323,0.013760,-0.007384
45726988020562,-0.008323,0.016204,-0.007384
45726990468895,-0.008323,0.022312,-0.007384
45726992948635,-0.009545,0.025977,-0.007384
45726995427437,-0.009545,0.027199,-0.006162
45726997904104,-0.009545,0.025977,-0.003719
45727000383895,-0.008323,0.025977,-0.004941
45727002865614,-0.005880,0.023534,-0.004941
45727005342229,-0.003436,0.019869,-0.004941
45727007821187,-0.000993,0.016204,-0.003719
45727010300979,0.001450,0.014982,-0.003719
45727012780770,0.003894,0.011317,-0.003719
45727015260510,0.005116,0.007651,-0.001275
45727017739520,0.008781,0.005208,-0.001275
45727020218531,0.010003,0.001543,-0.000054
45727022698375,0.011224,-0.002122,-0.000054
45727025178218,0.012446,-0.003344,0.001168
45727027657177,0.012446,-0.005788,0.002390
45727030136343,0.013668,-0.007009,0.001168
45727032616708,0.013668,-0.005788,0.002390
45727035096343,0.012446,-0.007009,0.001168
45727037575197,0.012446,-0.008231,0.002390
45727040054156,0.010003,-0.007009,0.002390
45727042533427,0.010003,-0.007009,0.004833
45727045012229,0.010003,-0.005788,0.003612
45727047491083,0.006337,-0.003344,0.003612
45727049970770,0.005116,-0.000901,0.003612
45727052449729,0.006337,0.000321,0.002390
45727054928635,0.006337,0.002765,0.001168
45727057407541,0.006337,0.002765,0.002390
45727059887177,0.007559,0.000321,0.002390
45727062366812,0.010003,0.000321,0.002390
45727064846447,0.011224,-0.000901,0.001168
45727067325354,0.014890,-0.002122,0.002390
45727069804937,0.018555,-0.003344,0.003612
45727072283739,0.020998,-0.005788,0.003612
45727074763270,0.024663,-0.007009,0.004833
45727077242177,0.025885,-0.009453,0.004833
45727079721083,0.027107,-0.010674,0.004833
45727082197697,0.027107,-0.011896,0.004833
45727084677593,0.029550,-0.013118,0.006055
45727087157385,0.030772,-0.015561,0.004833
45727089636395,0.028329,-0.018005,0.004833
45727092113114,0.028329,-0.019227,0.004833
45727094592281,0.024663,-0.020448,0.003612
45727097072333,0.022220,-0.021670,0.004833
45727099549468,0.020998,-0.020448,0.002390
45727102028635,0.017333,-0.018005,0.002390
45727104508687,0.016111,-0.016783,0.002390
45727106987958,0.013668,-0.011896,0.002390
45727109467906,0.010003,-0.007009,0.001168
45727111947854,0.010003,-0.004566,-0.000054
45727114427750,0.012446,0.001543,0.001168
45727116907802,0.013668,0.003986,0.001168
45727119387802,0.014890,0.006430,0.001168
45727121867906,0.018555,0.006430,0.001168
45727124347072,0.019776,0.005208,-0.001275
45727126827072,0.019776,0.003986,-0.000054
45727129303947,0.022220,0.002765,0.001168
45727131784000,0.024663,-0.000901,0.001168
45727134263322,0.025885,-0.002122,0.002390
45727136743427,0.027107,-0.003344,0.001168
45727139222697,0.025885,-0.007009,-0.000054
45727141702593,0.028329,-0.008231,0.001168
45727144181968,0.025885,-0.009453,0.002390
45727146662020,0.023442,-0.010674,0.001168
45727149141187,0.020998,-0.011896,0.001168
